season,round,raceName,date,time,circuitId,circuit,location,country,long,lat
2009,10,Hungarian Grand Prix,7/26/09,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2009,11,European Grand Prix,8/23/09,12:00:00Z,valencia,Valencia Street Circuit,Valencia,Spain,-0.331667,39.4589
2009,12,Belgian Grand Prix,8/30/09,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2009,13,Italian Grand Prix,9/13/09,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2009,14,Singapore Grand Prix,9/27/09,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
2009,15,Japanese Grand Prix,10/4/09,05:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2009,16,Brazilian Grand Prix,10/18/09,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2009,17,Abu Dhabi Grand Prix,11/1/09,11:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
2010,1,Bahrain Grand Prix,3/14/10,12:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2010,2,Australian Grand Prix,3/28/10,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2010,3,Malaysian Grand Prix,4/4/10,08:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2010,4,Chinese Grand Prix,4/18/10,06:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2010,5,Spanish Grand Prix,5/9/10,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2010,6,Monaco Grand Prix,5/16/10,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2010,7,Turkish Grand Prix,5/30/10,11:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
2010,8,Canadian Grand Prix,6/13/10,16:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2010,9,European Grand Prix,6/27/10,12:00:00Z,valencia,Valencia Street Circuit,Valencia,Spain,-0.331667,39.4589
2010,10,British Grand Prix,7/11/10,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2010,11,German Grand Prix,7/25/10,12:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2010,12,Hungarian Grand Prix,8/1/10,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2010,13,Belgian Grand Prix,8/29/10,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2010,14,Italian Grand Prix,9/12/10,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2010,15,Singapore Grand Prix,9/26/10,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
2010,16,Japanese Grand Prix,10/10/10,06:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2010,17,Korean Grand Prix,10/24/10,05:00:00Z,yeongam,Korean International Circuit,Yeongam County,Korea,126.417,34.7333
2010,18,Brazilian Grand Prix,11/7/10,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2010,19,Abu Dhabi Grand Prix,11/14/10,13:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
2011,1,Australian Grand Prix,3/27/11,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2011,2,Malaysian Grand Prix,4/10/11,08:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2011,3,Chinese Grand Prix,4/17/11,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2011,4,Turkish Grand Prix,5/8/11,12:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
2011,5,Spanish Grand Prix,5/22/11,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2011,6,Monaco Grand Prix,5/29/11,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2011,7,Canadian Grand Prix,6/12/11,17:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2011,8,European Grand Prix,6/26/11,12:00:00Z,valencia,Valencia Street Circuit,Valencia,Spain,-0.331667,39.4589
2011,9,British Grand Prix,7/10/11,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2011,10,German Grand Prix,7/24/11,12:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2011,11,Hungarian Grand Prix,7/31/11,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2011,12,Belgian Grand Prix,8/28/11,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2011,13,Italian Grand Prix,9/11/11,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2011,14,Singapore Grand Prix,9/25/11,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
2011,15,Japanese Grand Prix,10/9/11,06:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2011,16,Korean Grand Prix,10/16/11,06:00:00Z,yeongam,Korean International Circuit,Yeongam County,Korea,126.417,34.7333
2011,17,Indian Grand Prix,10/30/11,09:30:00Z,buddh,Buddh International Circuit,Uttar Pradesh,India,77.5331,28.3487
2011,18,Abu Dhabi Grand Prix,11/13/11,13:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
2011,19,Brazilian Grand Prix,11/27/11,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2012,1,Australian Grand Prix,3/18/12,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2012,2,Malaysian Grand Prix,3/25/12,08:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2012,3,Chinese Grand Prix,4/15/12,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2012,4,Bahrain Grand Prix,4/22/12,12:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2012,5,Spanish Grand Prix,5/13/12,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2012,6,Monaco Grand Prix,5/27/12,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2012,7,Canadian Grand Prix,6/10/12,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2012,8,European Grand Prix,6/24/12,12:00:00Z,valencia,Valencia Street Circuit,Valencia,Spain,-0.331667,39.4589
2012,9,British Grand Prix,7/8/12,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2012,10,German Grand Prix,7/22/12,12:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2012,11,Hungarian Grand Prix,7/29/12,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2012,12,Belgian Grand Prix,9/2/12,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2012,13,Italian Grand Prix,9/9/12,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2012,14,Singapore Grand Prix,9/23/12,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
2012,15,Japanese Grand Prix,10/7/12,06:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2012,16,Korean Grand Prix,10/14/12,06:00:00Z,yeongam,Korean International Circuit,Yeongam County,Korea,126.417,34.7333
2012,17,Indian Grand Prix,10/28/12,09:30:00Z,buddh,Buddh International Circuit,Uttar Pradesh,India,77.5331,28.3487
2012,18,Abu Dhabi Grand Prix,11/4/12,13:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
2012,19,United States Grand Prix,11/18/12,19:00:00Z,americas,Circuit of the Americas,Austin,USA,-97.6411,30.1328
2012,20,Brazilian Grand Prix,11/25/12,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2013,1,Australian Grand Prix,3/17/13,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2013,2,Malaysian Grand Prix,3/24/13,08:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2013,3,Chinese Grand Prix,4/14/13,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2013,4,Bahrain Grand Prix,4/21/13,12:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2013,5,Spanish Grand Prix,5/12/13,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2013,6,Monaco Grand Prix,5/26/13,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2013,7,Canadian Grand Prix,6/9/13,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2013,8,British Grand Prix,6/30/13,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2013,9,German Grand Prix,7/7/13,12:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2013,10,Hungarian Grand Prix,7/28/13,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2013,11,Belgian Grand Prix,8/25/13,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2013,12,Italian Grand Prix,9/8/13,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2013,13,Singapore Grand Prix,9/22/13,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
2013,14,Korean Grand Prix,10/6/13,06:00:00Z,yeongam,Korean International Circuit,Yeongam County,Korea,126.417,34.7333
2013,15,Japanese Grand Prix,10/13/13,06:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2013,16,Indian Grand Prix,10/27/13,09:30:00Z,buddh,Buddh International Circuit,Uttar Pradesh,India,77.5331,28.3487
2013,17,Abu Dhabi Grand Prix,11/3/13,13:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
2013,18,United States Grand Prix,11/17/13,19:00:00Z,americas,Circuit of the Americas,Austin,USA,-97.6411,30.1328
2013,19,Brazilian Grand Prix,11/24/13,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2014,1,Australian Grand Prix,3/16/14,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2014,2,Malaysian Grand Prix,3/30/14,08:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2014,3,Bahrain Grand Prix,4/6/14,15:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2014,4,Chinese Grand Prix,4/20/14,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2014,5,Spanish Grand Prix,5/11/14,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2014,6,Monaco Grand Prix,5/25/14,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2014,7,Canadian Grand Prix,6/8/14,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2014,8,Austrian Grand Prix,6/22/14,12:00:00Z,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
2014,9,British Grand Prix,7/6/14,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2014,10,German Grand Prix,7/20/14,12:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2014,11,Hungarian Grand Prix,7/27/14,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2014,12,Belgian Grand Prix,8/24/14,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2014,13,Italian Grand Prix,9/7/14,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2014,14,Singapore Grand Prix,9/21/14,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
2014,15,Japanese Grand Prix,10/5/14,06:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2014,16,Russian Grand Prix,10/12/14,11:00:00Z,sochi,Sochi Autodrom,Sochi,Russia,39.9578,43.4057
2014,17,United States Grand Prix,11/2/14,20:00:00Z,americas,Circuit of the Americas,Austin,USA,-97.6411,30.1328
2014,18,Brazilian Grand Prix,11/9/14,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
